A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/3.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/3.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Guangzhou,PM2.5,1/1/2015 23:00,2015,1,1,23,59,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 0:00,2015,1,2,0,58,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 1:00,2015,1,2,1,55,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 2:00,2015,1,2,2,52,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 3:00,2015,1,2,3,46,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 4:00,2015,1,2,4,46,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 5:00,2015,1,2,5,41,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 6:00,2015,1,2,6,42,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 7:00,2015,1,2,7,35,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 8:00,2015,1,2,8,37,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 9:00,2015,1,2,9,41,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 10:00,2015,1,2,10,41,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 11:00,2015,1,2,11,37,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 12:00,2015,1,2,12,38,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 13:00,2015,1,2,13,42,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 14:00,2015,1,2,14,46,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 15:00,2015,1,2,15,46,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 16:00,2015,1,2,16,56,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 17:00,2015,1,2,17,63,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 18:00,2015,1,2,18,70,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 19:00,2015,1,2,19,75,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 20:00,2015,1,2,20,93,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 21:00,2015,1,2,21,118,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 22:00,2015,1,2,22,150,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/2/2015 23:00,2015,1,2,23,134,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 0:00,2015,1,3,0,119,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 1:00,2015,1,3,1,114,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 2:00,2015,1,3,2,106,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 3:00,2015,1,3,3,107,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 4:00,2015,1,3,4,118,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 5:00,2015,1,3,5,126,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 6:00,2015,1,3,6,120,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 7:00,2015,1,3,7,126,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 8:00,2015,1,3,8,132,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 9:00,2015,1,3,9,129,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 10:00,2015,1,3,10,123,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 11:00,2015,1,3,11,116,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 12:00,2015,1,3,12,103,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 13:00,2015,1,3,13,104,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 14:00,2015,1,3,14,106,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 15:00,2015,1,3,15,100,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 16:00,2015,1,3,16,105,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 17:00,2015,1,3,17,102,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 18:00,2015,1,3,18,102,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 19:00,2015,1,3,19,113,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 20:00,2015,1,3,20,133,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 21:00,2015,1,3,21,152,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 22:00,2015,1,3,22,152,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/3/2015 23:00,2015,1,3,23,91,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 0:00,2015,1,4,0,74,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 1:00,2015,1,4,1,65,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 2:00,2015,1,4,2,58,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 3:00,2015,1,4,3,71,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 4:00,2015,1,4,4,100,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 5:00,2015,1,4,5,93,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 6:00,2015,1,4,6,87,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 7:00,2015,1,4,7,73,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 8:00,2015,1,4,8,67,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 9:00,2015,1,4,9,68,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 10:00,2015,1,4,10,79,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 11:00,2015,1,4,11,88,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 12:00,2015,1,4,12,88,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 13:00,2015,1,4,13,70,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 14:00,2015,1,4,14,69,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 15:00,2015,1,4,15,66,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 16:00,2015,1,4,16,69,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 17:00,2015,1,4,17,64,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 18:00,2015,1,4,18,88,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 19:00,2015,1,4,19,100,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 20:00,2015,1,4,20,83,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 21:00,2015,1,4,21,68,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 22:00,2015,1,4,22,73,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/4/2015 23:00,2015,1,4,23,70,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 0:00,2015,1,5,0,64,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 1:00,2015,1,5,1,80,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 2:00,2015,1,5,2,83,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 3:00,2015,1,5,3,79,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 4:00,2015,1,5,4,69,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 5:00,2015,1,5,5,65,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 6:00,2015,1,5,6,73,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 7:00,2015,1,5,7,84,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 8:00,2015,1,5,8,87,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 9:00,2015,1,5,9,91,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 10:00,2015,1,5,10,94,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 11:00,2015,1,5,11,90,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 12:00,2015,1,5,12,101,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 13:00,2015,1,5,13,105,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 14:00,2015,1,5,14,85,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 15:00,2015,1,5,15,68,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 16:00,2015,1,5,16,66,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 17:00,2015,1,5,17,61,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 18:00,2015,1,5,18,55,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 19:00,2015,1,5,19,56,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 20:00,2015,1,5,20,59,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 21:00,2015,1,5,21,61,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 22:00,2015,1,5,22,70,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/5/2015 23:00,2015,1,5,23,77,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 0:00,2015,1,6,0,93,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 1:00,2015,1,6,1,111,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 2:00,2015,1,6,2,113,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 3:00,2015,1,6,3,106,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 4:00,2015,1,6,4,77,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 5:00,2015,1,6,5,70,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 6:00,2015,1,6,6,58,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 7:00,2015,1,6,7,56,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 8:00,2015,1,6,8,69,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 9:00,2015,1,6,9,84,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 10:00,2015,1,6,10,103,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 11:00,2015,1,6,11,92,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 12:00,2015,1,6,12,76,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 13:00,2015,1,6,13,80,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 14:00,2015,1,6,14,85,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 15:00,2015,1,6,15,91,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 16:00,2015,1,6,16,94,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 17:00,2015,1,6,17,123,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 18:00,2015,1,6,18,161,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 19:00,2015,1,6,19,175,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 20:00,2015,1,6,20,187,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 21:00,2015,1,6,21,180,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 22:00,2015,1,6,22,146,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/6/2015 23:00,2015,1,6,23,83,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 0:00,2015,1,7,0,61,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 1:00,2015,1,7,1,66,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 2:00,2015,1,7,2,74,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 3:00,2015,1,7,3,79,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 4:00,2015,1,7,4,86,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 5:00,2015,1,7,5,80,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 6:00,2015,1,7,6,72,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 7:00,2015,1,7,7,62,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 8:00,2015,1,7,8,50,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 9:00,2015,1,7,9,50,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 10:00,2015,1,7,10,48,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 11:00,2015,1,7,11,51,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 12:00,2015,1,7,12,41,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 13:00,2015,1,7,13,42,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 14:00,2015,1,7,14,36,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 15:00,2015,1,7,15,37,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 16:00,2015,1,7,16,38,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 17:00,2015,1,7,17,35,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 18:00,2015,1,7,18,37,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 19:00,2015,1,7,19,39,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 20:00,2015,1,7,20,41,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 21:00,2015,1,7,21,42,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 22:00,2015,1,7,22,42,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/7/2015 23:00,2015,1,7,23,40,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 0:00,2015,1,8,0,41,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 1:00,2015,1,8,1,45,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 2:00,2015,1,8,2,47,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 3:00,2015,1,8,3,49,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 4:00,2015,1,8,4,43,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 5:00,2015,1,8,5,43,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 6:00,2015,1,8,6,42,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 7:00,2015,1,8,7,43,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 8:00,2015,1,8,8,47,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 9:00,2015,1,8,9,52,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 10:00,2015,1,8,10,55,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 11:00,2015,1,8,11,59,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 12:00,2015,1,8,12,59,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 13:00,2015,1,8,13,57,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 14:00,2015,1,8,14,50,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 15:00,2015,1,8,15,52,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 16:00,2015,1,8,16,54,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 17:00,2015,1,8,17,54,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 18:00,2015,1,8,18,62,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 19:00,2015,1,8,19,71,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/8/2015 20:00,2015,1,8,20,-999,µg/m³,1 Hr,Missing
Guangzhou,PM2.5,1/8/2015 21:00,2015,1,8,21,-999,µg/m³,1 Hr,Missing
Guangzhou,PM2.5,1/8/2015 22:00,2015,1,8,22,-999,µg/m³,1 Hr,Missing
Guangzhou,PM2.5,1/8/2015 23:00,2015,1,8,23,60,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 0:00,2015,1,9,0,55,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 1:00,2015,1,9,1,51,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 2:00,2015,1,9,2,51,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 3:00,2015,1,9,3,53,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 4:00,2015,1,9,4,51,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 5:00,2015,1,9,5,54,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 6:00,2015,1,9,6,57,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 7:00,2015,1,9,7,54,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 8:00,2015,1,9,8,59,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 9:00,2015,1,9,9,53,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 10:00,2015,1,9,10,57,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 11:00,2015,1,9,11,61,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 12:00,2015,1,9,12,68,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 13:00,2015,1,9,13,68,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 14:00,2015,1,9,14,65,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 15:00,2015,1,9,15,67,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 16:00,2015,1,9,16,63,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 17:00,2015,1,9,17,64,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 18:00,2015,1,9,18,68,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 19:00,2015,1,9,19,73,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 20:00,2015,1,9,20,69,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 21:00,2015,1,9,21,72,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 22:00,2015,1,9,22,70,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/9/2015 23:00,2015,1,9,23,73,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 0:00,2015,1,10,0,75,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 1:00,2015,1,10,1,73,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 2:00,2015,1,10,2,71,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 3:00,2015,1,10,3,62,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 4:00,2015,1,10,4,65,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 5:00,2015,1,10,5,57,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 6:00,2015,1,10,6,56,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 7:00,2015,1,10,7,55,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 8:00,2015,1,10,8,57,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 9:00,2015,1,10,9,58,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 10:00,2015,1,10,10,56,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 11:00,2015,1,10,11,47,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 12:00,2015,1,10,12,48,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 13:00,2015,1,10,13,48,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 14:00,2015,1,10,14,49,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 15:00,2015,1,10,15,57,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 16:00,2015,1,10,16,56,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 17:00,2015,1,10,17,53,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 18:00,2015,1,10,18,61,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 19:00,2015,1,10,19,71,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 20:00,2015,1,10,20,68,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 21:00,2015,1,10,21,67,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 22:00,2015,1,10,22,81,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/10/2015 23:00,2015,1,10,23,75,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 0:00,2015,1,11,0,69,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 1:00,2015,1,11,1,73,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 2:00,2015,1,11,2,63,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 3:00,2015,1,11,3,53,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 4:00,2015,1,11,4,60,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 5:00,2015,1,11,5,53,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 6:00,2015,1,11,6,54,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 7:00,2015,1,11,7,56,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 8:00,2015,1,11,8,48,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 9:00,2015,1,11,9,50,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 10:00,2015,1,11,10,52,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 11:00,2015,1,11,11,53,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 12:00,2015,1,11,12,53,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 13:00,2015,1,11,13,59,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 14:00,2015,1,11,14,57,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 15:00,2015,1,11,15,57,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 16:00,2015,1,11,16,56,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 17:00,2015,1,11,17,60,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 18:00,2015,1,11,18,63,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 19:00,2015,1,11,19,64,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 20:00,2015,1,11,20,66,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 21:00,2015,1,11,21,70,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 22:00,2015,1,11,22,71,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/11/2015 23:00,2015,1,11,23,70,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2015 0:00,2015,1,12,0,62,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2015 1:00,2015,1,12,1,72,µg/m³,1 Hr,Valid
Guangzhou,PM2.5,1/12/2015 2:00,2015,1,12,2,67,µg/m³,1 Hr,Valid
